,Datetime Event Began,Alert Criteria,State Affected_Alabama,State Affected_Arizona,State Affected_Arkansas,State Affected_California,State Affected_Colorado,State Affected_Connecticut,State Affected_Florida,State Affected_Georgia,State Affected_Idaho,State Affected_Illinois,State Affected_Indiana,State Affected_Iowa,State Affected_Kansas,State Affected_Kentucky,State Affected_Louisiana,State Affected_Maryland,State Affected_Massachusetts,State Affected_Michigan,State Affected_Minnesota,State Affected_Mississippi,State Affected_Missouri,State Affected_Montana,State Affected_Nebraska,State Affected_Nevada,State Affected_New Hampshire,State Affected_New Jersey,State Affected_New Mexico,State Affected_New York,State Affected_North Carolina,State Affected_North Dakota,State Affected_Ohio,State Affected_Oklahoma,State Affected_Oregon,State Affected_Pennsylvania,State Affected_South Carolina,State Affected_South Dakota,State Affected_Tennessee,State Affected_Texas,State Affected_Utah,State Affected_Virginia,State Affected_Washington,State Affected_Wisconsin,State Affected_Wyoming,NERC Region_FRCC,NERC Region_MRO,NERC Region_NPCC,NERC Region_RF,NERC Region_SERC,NERC Region_SPP RE,NERC Region_TRE,NERC Region_WECC,Event Type_Cyber Event,Event Type_Other,Event Type_Severe Weather,Event Type_System Operations,Event Type_Transmission / Distribution Interruption,Event Type_Vandalism,scaled_Demand Loss (MW),scaled_Number of Customers Affected,scaled_State Avg Temp (F),scaled_State Avg Windspeed (mph),scaled_State Avg Precipitation (mm),scaled_Monthly Net Energy for Load (GWh),scaled_Monthly Peak Hour Demand (MW),scaled_State Avg Snowfall (mm)
11,2018-03-28 15:00:00,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.14351015481280846,-0.24962668659167214,-0.8458798195003042,0.1486575993769514,-0.3301316143668419,0.10232619792883091,-0.27460105501316945,-0.2652723275045537
12,2018-04-09 12:16:00,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.02792196022169503,-0.017130699828028586,-0.8013269268282835,-0.37025853822323124,-0.5315496364836321,-0.11285180248278655,-0.21644777634468151,-0.2652723275045537
13,2018-04-09 11:16:00,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.101583958286057,0.7868059739224544,-0.8013269268282835,-0.37025853822323124,-0.5315496364836321,-0.11285180248278655,-0.21644777634468151,-0.2652723275045537
14,2018-04-09 23:10:00,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.13725034074805043,-0.14209494963380315,0.8273791995696551,-0.09939615278690753,-0.13542438832734957,-2.802792906859446,-2.5474373707008877,-0.2652723275045537
15,2018-05-17 01:11:00,"Loss of electric service to more than 50,000 customers for 1 hour or more",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.1350666846789488,0.03702047508780706,0.07578900720983445,-1.8070445891755251,-0.4785617628220606,0.09079308994503041,0.0031343000605591784,-0.2598205773649916
16,2018-05-17 01:11:00,"Loss of electric service to more than 50,000 customers for 1 hour or more",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.12720552283018288,0.03702047508780706,0.07578900720983445,-1.8070445891755251,-0.4785617628220606,0.09079308994503041,0.0031343000605591784,-0.2598205773649916
17,2018-06-20 22:58:00,Complete operational failure or shut-down of the transmission and/or distribution of electrical system,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.13462995346512846,-0.14209494963380315,1.3174019696116033,-0.7083156308158739,-0.29218491198187696,-2.5756234080782456,-2.336597220963754,-0.2652723275045537
18,2018-06-22 14:38:00,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.3105136330663363,17.24043219834944,0.010544990034386532,0.4175206121158043,-0.495138240844918,0.38262200841047306,0.6191024955758186,-0.2652723275045537
19,2018-06-28 14:50:00,"Loss of electric service to more than 50,000 customers for 1 hour or more",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.12196474826433897,-0.05416593799546664,1.095357308358252,-0.5477467110162639,-0.08687629545676603,0.9170937906376788,1.177386483197941,-0.2652723275045537
20,2018-06-29 07:35:00,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.09430510472238486,-0.2545627744590003,0.9034069748004061,0.6936576584184826,-0.24502066487111146,-0.19963236934490067,-0.01775791774530608,-0.2652723275045537
21,2018-07-11 15:40:00,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.08338682437687667,-0.14544815700359143,1.1853433079477735,-1.3264059157177133,-0.4523009850836195,1.163535592094612,1.1721436666403064,-0.2652723275045537
22,2018-07-21 07:20:00,"Loss of electric service to more than 50,000 customers for 1 hour or more",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.12443955847598748,-0.07585973176174911,0.9944284033389107,-0.5680035133459035,1.054904530982107,1.163535592094612,1.1721436666403064,-0.2652723275045537
23,2018-07-23 04:16:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.13943399681715207,-0.2545627744590003,1.2223672505731646,0.06225312980361603,1.901692346862904,-2.4973712135931567,-2.3188956682852893,-0.2652723275045537
24,2018-07-29 14:33:00,"Loss of electric service to more than 50,000 customers for 1 hour or more",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.13317418275239404,-0.014339831582366286,1.01877120415315,-0.4934688688765884,-0.5837514578481624,1.0832420373477134,1.1170321532589742,-0.2652723275045537
25,2018-08-07 01:22:00,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.14452919431172256,-0.2525425190871402,0.9848658729795488,-0.9866440948251217,-0.5833134356216474,0.9345835753562259,0.9941891513449266,-0.2652723275045537
26,2018-08-07 01:22:00,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.14132649874370684,-0.20714717260769586,0.9848658729795488,-0.9866440948251217,-0.5833134356216474,0.9345835753562259,0.9941891513449266,-0.2652723275045537
27,2018-08-31 15:07:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.1312816808258393,-0.04628902478270932,0.06656892512960517,-0.32910829120502066,-0.5716768741563188,0.9345835753562259,0.9941891513449266,-0.2652723275045537
28,2018-09-13 20:30:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.101583958286057,1.099216598436891,1.006789338078707,1.9551960616839006,-0.2390292075365306,0.8536834844201083,1.1059037800250304,-0.2652723275045537
29,2018-09-22 15:23:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.36528170928787346,-0.2441490869751857,0.6007437934183083,-0.6220216528916089,-0.5848739507778105,0.32936176514783605,0.39116366954478743,-0.2652723275045537
30,2018-10-04 06:00:00,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.144674771382996,-0.2458610971975248,0.8891517669446398,0.3427085580574765,-0.28313858331898833,-2.66837596126016,-2.496921649306275,-0.2652723275045537
31,2018-10-10 11:59:00,"Loss of electric service to more than 50,000 customers for 1 hour or more",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.1231293648345265,-0.06460045285424881,0.9768608930571993,0.7946884600375601,-0.14576630034265192,-2.6899280998101807,-2.4485567229364675,-0.2652723275045537
32,2018-10-10 16:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.09721664614785372,-0.02546164981508022,1.2387013429078968,1.700830180206105,0.036688273607072136,-2.6899280998101807,-2.4485567229364675,-0.2652723275045537
33,2018-10-10 14:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.12560417504617502,-0.0016476292770931172,1.2387013429078968,1.700830180206105,0.036688273607072136,-2.6899280998101807,-2.4485567229364675,-0.2652723275045537
34,2018-10-31 19:30:00,"Loss of electric service to more than 50,000 customers for 1 hour or more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.08673509701616584,0.3324859473285804,0.5173119296235836,0.5136577905380566,-0.4895580602143664,-2.168054346492763,-1.9098355818214734,-0.2652723275045537
35,2018-11-08 07:16:00,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.14059861338733962,-0.20522688863568045,-0.2729326169257646,-1.168955315791878,-0.5843057224643805,-0.049352733885962695,-0.21787776205192816,-0.2652723275045537
36,2018-11-18 13:10:00,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.14496592552554288,-0.2545627744590003,-1.531766321022041,-0.004189181837601665,-0.43692990653821234,-0.560551727501684,-0.8286707250186391,-0.2652723275045537
37,2018-12-03 03:15:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.1429278465277147,-0.2545627744590003,-0.18350312695223395,0.03277948241399063,-0.5830764072510622,-2.1908322210922826,-2.1598933122278923,-0.20303371500778541
38,2018-12-09 00:23:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.12531302090362814,-0.08325344987525743,-0.5538910449546476,0.12241583272264603,3.897478991833284,0.2766220077501659,0.5720666682774943,-0.2652723275045537
39,2018-12-14 18:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.11614166541340125,-0.004634274847451129,-0.8655139211181603,0.3324928430895115,-0.2993429439253862,0.22532559131960359,-0.04881256687363926,-0.2652723275045537
40,2019-01-06 03:00:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.11177435327519798,0.703496474051938,-1.0918643889747344,0.10814399471767244,0.07098804595971273,0.3389145553703394,-0.06769694426674985,3.703842665381885
41,2019-01-06 17:56:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.101583958286057,0.1219211864058503,-0.7283094527398817,0.2784179140783463,0.9661554482599081,0.3389145553703394,-0.06769694426674985,3.703842665381885
42,2019-01-10 12:19:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.1436557318840819,-0.2545544435090132,-0.9903987161386203,-0.15664827305541545,-0.5615138874539558,0.3389145553703394,-0.06769694426674985,-0.13796230627996325
43,2019-01-13 05:30:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19.24560881395447,-0.2545627744590003,-0.7483214512242422,0.2743418501949429,1.0973731463404017,0.5207378416427865,0.7994526960755499,-0.2282682050707801
44,2019-01-16 17:26:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.11759743612613568,0.27320290722072094,-0.41715201546608077,0.637276225267652,1.3108734556910073,0.3389145553703394,-0.06769694426674985,2.961528452903409
45,2019-01-18 21:54:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.14409246309790225,-0.2545627744590003,-1.3514897233845418,1.5479882966710319,-0.5672269730940018,1.1245416117480234,1.8320730330381538,0.9940844904320287
46,2019-02-05 18:17:00,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.1391428426746052,-0.11626900467394308,-1.0475881728608782,0.10909886082075342,0.6056668180166971,0.07683756129866028,0.06341194581277823,7.733694873722426
47,2019-02-07 07:39:00,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.14482034845426944,-0.24052512373081825,-0.7169349848049688,1.4016328998393852,1.7330454727957545,-0.20994825463199487,0.37024641799435587,-0.17504021500438166
48,2019-02-13 02:48:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.11876205269632323,0.2494596997576238,-0.4840124678978753,0.3911935895594379,1.4872439459552391,0.07683756129866028,0.06341194581277823,2.541550013446175
49,2019-02-20 12:50:00,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.037530046925742244,-0.2545627744590003,-0.9149239828017154,1.2648994841143193,-0.08466571808382556,0.5527272317537836,1.4658197546953458,-0.06121594081446555
50,2019-03-13 15:51:00,"Loss of electric service to more than 50,000 customers for 1 hour or more.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.13797822610441765,-0.028419137060483553,0.48302282151331316,2.180506949414028,0.405509962235634,-2.2408780901165635,-1.9118328414707582,-0.16329407009396105
